tx_id,account1,account2,amount,tx_date
396,6399-5413-5220-2697,7122-6608-7712-1243,488,2007-07-02
397,6155-3892-8658-9759,6072-2519-9360-3359,545,2006-05-11
398,2783-1548-9539-8343,2749-1363-7174-2622,129,2012-09-16
399,8500-1264-4161-3325,4308-8741-7237-7873,404,2008-01-25
400,6123-8711-8275-9146,3685-2676-1610-9297,1272,2003-12-29
401,7745-9176-5730-1126,4688-8709-5812-9568,20605,2016-07-24
402,8456-6112-7925-5489,1200-7726-4331-5076,1077,2006-03-01
403,6399-5413-5220-2697,9688-1411-5037-5173,453,2011-04-21
404,5712-8190-1660-9758,8100-4519-2011-3440,212,2017-09-25
405,7192-9280-1206-4193,5417-2835-6969-7096,159,2000-11-30
406,7919-5284-8612-2259,4630-8446-4653-4319,556,2015-06-30
407,7076-9722-3289-5567,4292-9520-1255-2817,142,2003-07-17
408,3212-7476-8874-5400,8500-1264-4161-3325,456,2009-02-14
409,9090-5783-8260-1912,2707-7467-5888-1265,1147,2002-08-10
410,4720-6428-5734-4842,9694-3225-9765-8815,383,2013-09-04
411,6399-5413-5220-2697,2838-5671-7351-8356,29965,2016-03-23
412,5634-3596-9782-8448,2214-8721-1256-2053,124,2017-05-06
413,4993-4335-3094-2454,3153-6576-4483-1859,285,2008-07-03
414,4748-9933-6630-2285,5161-4409-8806-5195,228,2013-12-28
415,4394-2936-8081-4824,5572-8094-4393-2410,135,2005-10-13
416,8202-2678-9485-8810,3152-9361-5239-2968,33947,2008-08-22
417,4326-2274-3824-9208,6201-7251-9231-7581,165,2010-11-01
418,8945-6687-3286-9783,9523-1394-4017-2362,1453,2005-04-12
419,9823-8645-4828-2481,2729-8930-1236-1157,272,2014-03-15
420,7665-8945-6552-4268,6184-7562-9592-3375,121,2015-07-31
421,1576-8465-8909-7614,7396-5640-9930-5713,100847,2008-08-01
422,4993-4335-3094-2454,7210-2018-7514-6299,271,2015-11-15
423,6797-3038-6577-1765,1626-6015-4454-5000,111,2013-12-21
424,9182-4162-7080-1587,2864-2456-7543-6860,2086,2014-06-02
425,6069-8339-1275-7440,5138-6958-5353-2956,841,2017-10-23
426,7554-2549-5558-9706,1962-5565-1702-6976,31816,2016-02-29
427,2756-4130-4478-5941,1405-8310-4903-4815,109,2013-09-23
428,7509-2161-6870-1936,1377-3762-3841-5096,151,2005-12-20
429,9758-7096-7051-3310,7927-8297-8574-3013,103,2009-02-10
430,2269-3386-3257-5646,4719-7909-6704-6014,279,2003-05-04
431,2648-5118-8519-7511,7147-6356-6428-6293,1228,2016-04-05
432,5517-5979-6775-8239,6877-7441-9342-8209,67462,2001-02-24
433,6439-5136-7573-6261,1199-2095-2538-4713,6386,2016-03-28
434,4347-9727-4879-8640,3756-1671-4423-2393,120,2002-09-03
435,6060-1587-2303-6607,2100-1900-2157-2245,274,2013-03-23
436,9329-2600-1816-5971,4929-7164-3858-7580,561,2011-12-19
437,5035-2223-5344-4253,3791-5590-4520-2315,668,2007-05-21
438,8245-8711-8685-3486,4626-6215-7456-5051,193,2007-04-26
439,2389-1109-1217-9650,8949-3002-2567-8661,428,2009-01-29
440,4193-3497-4936-1752,6011-2470-5149-7118,4842,2008-01-07
441,4570-1940-5831-9583,7927-8297-8574-3013,6091,2006-03-05
442,1962-5565-1702-6976,7157-6371-8322-6378,1071,2009-07-22
443,7154-9757-3578-7232,9984-6320-9675-9644,632,2008-04-01
444,4670-5482-4190-2335,5159-2266-7730-3533,428,2003-05-30
445,4314-8097-6317-7681,7840-7486-7258-6597,10377,2005-07-23
446,2553-9566-4078-5208,1663-6129-4398-4676,619,2000-01-30
447,3107-5935-2687-1966,3971-5723-5963-8192,112,2004-08-31
448,2711-9204-8940-7734,8302-2285-4051-2017,517,2012-05-16
449,6554-6553-8555-2054,8225-2447-8236-7162,102,2009-10-18
450,1184-6237-9604-5391,7610-6717-4033-6507,184,2014-06-16
451,9241-3245-7274-3077,2813-5791-2397-6891,15096,2000-08-13
452,8888-4449-7585-9388,3310-2339-6005-7148,2289,2009-12-30
453,5376-4903-4064-5144,3712-2175-4885-2805,421,2003-05-22
454,7919-1408-2826-8462,3049-5183-3857-1585,3856,2002-01-19
455,3056-5121-7381-3898,4256-4768-8467-2233,1734,2015-12-07
456,8570-5830-9656-1197,7110-4582-1438-9270,96067,2008-08-04
457,6670-1551-2305-2625,3800-2899-9112-9993,123,2004-09-18
458,4993-4335-3094-2454,5432-1084-9790-2504,3917,2002-05-08
459,8223-4445-5171-5212,6208-8216-2075-5017,1680,2012-11-14
460,4381-1963-4458-3654,5447-1338-9485-7777,1325,2005-08-01
461,4127-5990-1236-6547,3872-6677-7515-4575,2147,2008-05-07
462,4053-9988-3423-9713,3800-2899-9112-9993,263,2000-01-12
463,1087-8904-6825-4431,6810-1987-8777-8569,195,2017-02-01
464,2424-7292-9736-5880,7741-3837-6819-4924,8766,2004-05-17
465,3288-5659-2893-9112,7154-9757-3578-7232,149,2006-02-01
466,6943-3900-1009-6482,6112-1653-9748-4712,2427,2003-12-12
467,3801-2978-8256-1683,7609-5068-6595-1479,1494,2012-12-17
468,3269-4933-5533-1859,2648-5118-8519-7511,31690,2004-12-09
469,9090-5783-8260-1912,4394-2936-8081-4824,190,2002-06-20
470,1880-5514-1153-5662,2500-3268-8860-4919,930,2010-01-15
471,7702-9419-4438-7560,1592-9997-8672-4401,1212,2013-03-23
472,6072-2519-9360-3359,2809-8660-7961-5781,1457,2010-03-16
473,1030-8998-6991-4966,8888-4449-7585-9388,19580,2016-09-27
474,4584-3884-7062-1057,4730-8226-7545-3448,125,2011-10-28
475,3011-6917-5247-6906,6399-5413-5220-2697,513,2002-11-02
476,1087-8904-6825-4431,9989-6870-5281-9773,101,2000-03-25
477,9893-4203-8665-4327,2751-8326-2748-1222,5698,2006-03-28
478,7040-7914-5642-1954,3249-7505-8135-8302,276,2004-01-27
479,3543-9268-6083-1899,3791-5590-4520-2315,706,2010-08-02
480,1197-5300-6040-9699,7412-4094-4451-9557,4473,2002-10-14
481,3593-8172-8085-7605,4427-2227-2700-3968,185,2013-09-19
482,3049-5183-3857-1585,5739-9966-6704-3248,119,2013-09-01
483,2845-4897-3452-5548,4460-4440-1117-4367,8458,2017-09-07
484,1592-9433-8997-7838,6883-3499-5501-5464,144,2012-05-22
485,5380-2794-8436-6046,9743-2610-5351-6729,901,2005-08-07
486,6503-9366-4164-3716,2707-7467-5888-1265,353,2011-11-30
487,6968-4560-4994-8279,5159-2266-7730-3533,7609,2002-08-21
488,3288-5659-2893-9112,7253-4522-1894-3879,344036,2017-10-21
489,5153-4697-1678-6473,8712-8892-3803-7774,284,2012-01-14
490,7110-4582-1438-9270,1036-1406-7706-1358,158,2013-02-02
491,9758-7096-7051-3310,4963-8511-3670-3954,2164,2009-05-30
492,2838-5671-7351-8356,3900-1964-9683-8444,449,2010-05-01
493,9375-9995-5638-4409,9523-1394-4017-2362,4054,2013-05-26
494,2104-5239-6345-6733,2783-1548-9539-8343,2453,2007-01-15
495,3971-5723-5963-8192,9085-5461-7829-8907,158,2006-11-24
496,8232-1699-4495-2735,2545-3469-3757-8509,17414,2011-05-17
497,3544-5783-4670-5363,2007-7577-5180-1127,221,2010-01-29
498,5550-4271-9814-9680,9266-9532-4600-5592,173,2008-06-13
499,8494-5676-9953-5757,1592-9997-8672-4401,1198,2016-02-05
500,9944-8201-6012-7227,5586-1915-3583-6666,87137,2006-12-29
501,7578-2561-2742-5251,5366-4153-7394-4973,1635,2013-01-12
502,3681-2713-1089-6543,9329-2600-1816-5971,107,2004-10-17
503,3257-1070-7403-4676,2263-6304-7222-6996,37906,2016-05-05
504,9687-8106-5149-3337,3899-7421-9861-5513,119,2016-02-16
505,6579-9093-8897-6324,8095-6706-4249-8602,1603,2009-11-15
506,6903-9385-1330-1192,6051-5430-5359-6436,141,2015-05-10
507,2082-6223-5973-1311,3700-5509-8811-1705,315,2008-12-19
508,7371-6061-6314-1687,9984-6320-9675-9644,111,2001-09-27
509,6579-9093-8897-6324,4963-8511-3670-3954,17618,2006-09-25
510,2263-6304-7222-6996,9807-6474-5232-7760,347,2009-10-02
511,5502-7281-8069-3678,3232-5866-6250-9033,508,2007-03-14
512,7741-3837-6819-4924,1669-7840-9882-6551,153,2009-04-07
513,1087-8904-6825-4431,7554-2549-5558-9706,1804,2012-06-06
514,7406-3374-3749-1650,2864-2456-7543-6860,168,2005-12-29
515,3288-5659-2893-9112,3959-8037-6289-9952,234,2001-12-14
516,2403-8911-3065-2293,7027-6792-5663-7355,4015,2012-08-18
517,1032-3219-1528-9019,1905-6063-4749-7367,1177,2016-08-01
518,9743-2610-5351-6729,1663-6129-4398-4676,198,2004-01-20
519,1575-9961-2326-8409,4138-8523-2208-1853,112,2015-10-24
520,6123-8711-8275-9146,2389-1109-1217-9650,584,2004-01-09
521,6143-4449-3099-7588,4799-8760-4767-7954,1012,2006-11-29
522,9367-7016-5040-6529,4049-2171-5404-1615,594,2006-08-03
523,4570-8272-3839-2402,6676-3466-8690-2570,3078,2012-03-03
524,5850-9253-7469-3530,6201-7251-9231-7581,368809,2002-11-06
525,1871-5893-7784-5210,6943-3900-1009-6482,59865,2005-08-09
526,7584-8397-8661-8366,6571-2381-3709-4494,10655,2009-10-03
527,7157-6371-8322-6378,1304-8966-8330-9214,406,2005-03-15
528,8999-7365-3651-3357,7741-1248-5345-7049,120,2010-11-07
529,2553-9566-4078-5208,7919-1408-2826-8462,2917,2005-11-13
530,9896-6516-7025-2552,4992-2874-1192-1710,865,2007-09-11
531,6508-1153-8939-3273,2000-2404-2759-8589,2418,2011-05-20
532,2824-1739-6983-8292,8494-5356-5715-4415,1321,2007-03-30
533,7157-6371-8322-6378,9021-9016-3093-5923,177,2004-01-04
534,9944-8201-6012-7227,4479-3389-4179-7584,3959,2008-08-06
535,1030-5265-1863-7912,2760-7675-8144-5603,583,2001-06-20
536,6571-2381-3709-4494,1933-2275-7718-6225,507,2005-12-10
537,2813-2569-7201-5240,3872-6677-7515-4575,1155,2002-12-26
538,4158-2899-9017-9842,7054-3448-3995-2504,1341,2013-06-11
539,5662-7427-8493-8663,2404-9773-4144-6343,5865,2004-04-04
540,2344-1699-2492-6139,3525-7630-3533-9474,118,2014-08-30
541,1405-8310-4903-4815,4883-9170-2490-6752,1710,2002-05-18
542,3029-1146-3750-4393,9017-8484-2308-4421,158,2014-09-20
543,7746-9395-7334-3072,7840-7486-7258-6597,572,2008-06-25
544,2212-2233-2161-3574,3544-5783-4670-5363,126,2002-09-04
545,1864-7468-1860-3771,9182-4162-7080-1587,179,2014-10-16
546,2864-2456-7543-6860,7157-6371-8322-6378,247,2005-06-20
547,7009-1497-8942-7638,3072-3467-7590-8779,127,2004-05-13
548,7110-4582-1438-9270,2951-1889-8661-6673,730,2006-11-16
549,8201-8285-4081-3604,6871-8804-7045-2960,259,2005-12-06
550,4049-2171-5404-1615,3593-8172-8085-7605,1228,2005-06-20
551,5376-4903-4064-5144,8374-8718-4673-8482,110,2003-09-27
552,7784-1661-9619-2105,3317-7303-1121-9722,1606,2014-05-04
553,2546-5182-4904-8295,1961-2421-5494-2657,606252,2009-06-07
554,6402-4491-5233-7816,7396-5640-9930-5713,2517,2015-04-01
555,9918-6928-7086-2434,4394-2936-8081-4824,5326,2003-07-06
556,9984-6320-9675-9644,4570-1940-5831-9583,468,2010-05-13
557,1871-5893-7784-5210,2756-4130-4478-5941,354,2013-07-08
558,2100-1900-2157-2245,7684-6930-7569-8830,130,2015-06-02
559,7498-7170-7397-5801,5010-9825-5187-9495,532,2016-12-09
560,8223-4445-5171-5212,5673-5835-3291-6530,752,2001-12-02
561,6374-2533-4318-4302,9085-5461-7829-8907,242,2015-04-25
562,7684-6930-7569-8830,7371-6061-6314-1687,280,2011-08-01
563,1626-6015-4454-5000,2885-8663-9339-2852,5859,2007-05-04
564,6148-1629-6874-4707,1136-2886-8859-3039,8360,2015-03-01
565,1798-9545-4237-6432,1820-7615-3646-4813,131,2013-08-02
566,4584-3884-7062-1057,4460-4440-1117-4367,294,2007-05-25
567,4559-9175-9954-7273,7147-6356-6428-6293,255,2006-09-20
568,3685-2676-1610-9297,9944-8201-6012-7227,329,2005-04-04
569,5295-3577-3400-6065,7695-6451-5453-5121,125,2003-06-24
570,6979-9109-9143-4052,2389-1109-1217-9650,1181,2016-02-06
571,4085-4926-4788-1337,1796-7227-9635-3918,108,2011-10-20
572,7610-6717-4033-6507,1864-7468-1860-3771,255,2010-10-13
573,2037-1540-5616-7992,4034-4961-6965-1665,111,2000-03-21
574,9480-6184-9688-9325,2212-2233-2161-3574,6067,2002-09-12
575,3311-5340-8936-6218,9586-1295-6008-4271,5413,2005-07-16
576,8494-5676-9953-5757,2813-2569-7201-5240,402,2007-03-14
577,6112-1653-9748-4712,7122-6608-7712-1243,2398,2017-04-06
578,4326-2274-3824-9208,7684-6930-7569-8830,36656,2013-05-25
579,3712-2175-4885-2805,3153-6576-4483-1859,2928,2007-07-21
580,9193-1816-5748-8227,2462-3475-8913-2292,358,2012-06-14
581,2809-8660-7961-5781,5516-2697-3911-4263,10405,2010-03-29
582,2478-9649-2640-5614,9687-8106-5149-3337,171,2012-02-27
583,1626-6015-4454-5000,7584-8397-8661-8366,129,2016-01-24
584,8311-3740-2783-1637,8779-9575-7033-7727,684,2007-01-27
585,7154-9757-3578-7232,8970-1168-4056-9700,3136,2009-04-15
586,2214-8721-1256-2053,5634-3596-9782-8448,2427,2012-03-09
587,4630-8446-4653-4319,5612-3715-1530-1060,215,2001-08-26
588,5502-7281-8069-3678,9653-1204-6680-5381,691,2014-07-31
589,8712-8892-3803-7774,2964-8907-1422-7179,242525,2013-01-02
590,6968-4560-4994-8279,2648-5118-8519-7511,274,2008-08-18
591,2263-6304-7222-6996,5170-6471-1726-7090,1969,2016-02-22
592,5572-8094-4393-2410,2952-7437-1121-2899,396,2017-04-15
593,4085-4926-4788-1337,5419-4971-7418-3232,255,2002-01-12
594,7702-9419-4438-7560,3061-8785-8289-3095,1510,2001-12-10
595,5266-1204-1077-9564,7406-3374-3749-1650,10775,2003-06-17
596,8288-5929-1941-5761,3959-8037-6289-9952,1013,2002-06-23
597,6761-8066-4017-4632,4603-3868-2344-4036,2581,2007-04-23
598,6023-5996-8854-6695,4655-5062-8036-7821,357,2017-04-25
599,4479-3389-4179-7584,2389-1109-1217-9650,5591,2012-03-10
600,4396-1674-6572-3470,4479-3389-4179-7584,340,2006-09-12
601,1599-1599-7245-1937,2813-2569-7201-5240,279,2015-08-24
602,6060-1587-2303-6607,7520-8493-9389-4848,320,2011-09-08
603,1558-2244-3183-8035,4014-2112-1155-8257,451,2005-09-01
604,1178-9048-1790-7987,7247-6345-1743-5847,1299,2009-04-11
605,4479-3389-4179-7584,2612-8627-5044-4868,370,2014-05-23
606,5159-2266-7730-3533,9944-8201-6012-7227,137,2010-10-26
607,2952-7437-1121-2899,7709-2815-5062-7969,2083,2011-10-02
608,2461-2147-1099-3057,2578-2545-9144-6144,109,2003-08-21
609,3586-5966-6753-4215,6673-4969-4420-9484,288,2007-08-08
610,2032-2017-1437-7985,2578-2545-9144-6144,9137,2003-07-09
611,4677-8222-9193-2284,4158-2899-9017-9842,1103,2006-11-25
612,1087-8904-6825-4431,4256-4768-8467-2233,121,2012-04-06
613,5003-8734-5371-4688,3845-4924-4041-7802,126,2016-05-02
614,8588-1802-2855-4558,3168-2702-6728-9785,106,2007-10-21
615,3288-5659-2893-9112,2864-2456-7543-6860,255,2016-12-05
616,8085-9582-1243-4673,8261-9104-6002-3793,7277,2013-06-05
617,2683-4231-6291-1829,7147-6356-6428-6293,8065,2003-03-03
618,5159-2266-7730-3533,5550-4271-9814-9680,107,2008-03-24
619,3231-2864-8488-3333,2424-7292-9736-5880,132,2010-07-21
620,4049-2171-5404-1615,4314-8097-6317-7681,297,2013-10-04
621,7693-6371-6866-5612,4158-2899-9017-9842,235,2000-01-02
622,9313-1866-7301-9370,2885-8663-9339-2852,188,2004-10-09
623,2100-1900-2157-2245,7147-6356-6428-6293,105,2011-02-22
624,7610-6717-4033-6507,4106-8671-4680-5244,29775,2006-09-02
625,2100-1900-2157-2245,1074-7985-4747-1073,560,2015-02-18
626,2749-1363-7174-2622,1036-1406-7706-1358,8914,2003-05-19
627,5417-2835-6969-7096,7741-3837-6819-4924,259,2014-06-14
628,5127-7040-9454-3377,4719-7909-6704-6014,129,2006-01-20
629,7253-4522-1894-3879,7584-8397-8661-8366,165,2010-07-05
630,9202-7561-5267-4536,8934-8044-5340-3247,175,2016-09-03
631,3685-2676-1610-9297,9266-9532-4600-5592,485,2003-07-07
632,8809-4140-9235-1854,2553-9566-4078-5208,970,2004-10-23
633,7702-9419-4438-7560,8888-6334-8351-4347,250,2016-12-22
634,9005-1446-8677-9928,6033-7745-4271-7001,155,2009-04-23
635,7406-3374-3749-1650,6148-1629-6874-4707,41129,2003-09-01
636,6974-8320-3084-9264,2813-2569-7201-5240,6516,2017-12-07
637,9758-7096-7051-3310,2683-4231-6291-1829,138,2001-09-19
638,8225-2447-8236-7162,5432-1084-9790-2504,162,2000-07-03
639,5063-9569-1651-1732,6642-1169-2286-8599,3994,2014-10-16
640,5712-8190-1660-9758,2864-2456-7543-6860,123,2003-07-02
641,2212-2233-2161-3574,6137-6369-6621-7629,132,2017-10-30
642,2708-2096-6956-7097,5392-9349-8174-6241,134,2001-12-04
643,7108-6818-7088-6882,5542-7812-4415-2616,300,2001-08-24
644,8804-6817-7963-5838,9517-5644-5493-1209,123,2013-09-22
645,5432-1084-9790-2504,9367-7016-5040-6529,19876,2009-09-30
646,2683-4231-6291-1829,7610-6717-4033-6507,746,2012-09-21
647,6571-2381-3709-4494,2707-7467-5888-1265,1152,2011-06-27
648,8071-7672-2270-2915,6819-3566-5223-5388,819,2006-11-27
649,4044-5130-1072-1567,3941-6490-9212-8767,202,2005-04-08
650,6148-6310-5689-1674,7192-9280-1206-4193,1126,2000-09-28
651,5612-3715-1530-1060,9000-9329-7254-6181,949,2013-09-25
652,7154-9757-3578-7232,8949-3002-2567-8661,733,2004-11-29
653,7253-4522-1894-3879,3203-1684-1966-6151,500,2014-01-18
654,4114-9487-8043-4346,7406-3374-3749-1650,398,2000-08-11
655,1626-6015-4454-5000,9893-4203-8665-4327,209,2008-03-19
656,4963-8511-3670-3954,3959-8037-6289-9952,252,2006-02-17
657,5634-3596-9782-8448,8544-5881-5984-4503,378,2015-08-02
658,8494-5356-5715-4415,7746-9395-7334-3072,457,2015-08-04
659,6579-9093-8897-6324,2100-1900-2157-2245,258,2009-02-18
660,6123-8711-8275-9146,7147-6356-6428-6293,110,2004-04-29
661,7408-3480-7245-4832,9313-1866-7301-9370,136,2000-09-25
662,7253-4522-1894-3879,9896-6516-7025-2552,531,2008-10-15
663,9758-7096-7051-3310,5126-6975-6573-5183,2510,2016-09-15
664,9697-9014-5492-6451,1087-8904-6825-4431,11725,2003-02-18
665,2952-7437-1121-2899,9327-8188-5507-4242,160,2013-05-26
666,2838-5671-7351-8356,2756-4130-4478-5941,240,2008-09-29
667,3606-8187-7380-5582,4394-2936-8081-4824,870,2001-01-26
668,8223-4445-5171-5212,4992-2874-1192-1710,120,2000-03-30
669,7457-2937-2045-2104,1197-5300-6040-9699,104,2005-03-13
670,1032-3219-1528-9019,3203-1684-1966-6151,173,2001-01-02
671,5398-9356-6013-3803,9745-4014-1191-9841,356,2000-01-31
672,4114-9487-8043-4346,3249-7505-8135-8302,1428,2008-08-04
673,3153-6576-4483-1859,3712-2175-4885-2805,46326,2007-07-16
674,5516-2697-3911-4263,6123-8711-8275-9146,421,2009-06-09
675,3310-2339-6005-7148,7390-9009-5052-4791,546,2011-07-09
676,2424-7292-9736-5880,9329-2600-1816-5971,218,2009-10-29
677,2287-9156-1802-4290,4087-3680-3345-3785,2363,2016-11-26
678,5572-8094-4393-2410,6579-9093-8897-6324,247835,2005-10-29
679,9918-6928-7086-2434,7862-2871-9758-8051,103,2011-11-28
680,9944-8201-6012-7227,3767-1206-7158-1125,219,2011-08-10
681,3619-4718-5526-4113,6399-5413-5220-2697,245,2012-06-25
682,4883-9170-2490-6752,8779-9575-7033-7727,111,2005-11-11
683,2578-2545-9144-6144,2032-2017-1437-7985,184,2015-11-24
684,8201-8285-4081-3604,8202-2678-9485-8810,1172,2004-09-11
685,3188-8108-4628-7632,4479-3389-4179-7584,1544,2013-06-10
686,5850-9253-7469-3530,2612-8627-5044-4868,237612,2013-05-19
687,7741-1248-5345-7049,5721-6703-7934-8891,296,2004-08-21
688,3900-1964-9683-8444,8575-8949-5231-4542,266,2016-04-30
689,1074-7985-4747-1073,5457-1890-2615-6757,175,2013-01-26
690,3705-6553-7181-4663,2478-9649-2640-5614,3947,2003-06-05
691,8162-3909-9675-3113,9774-7231-4559-6334,2380,2013-10-04
692,3694-2920-3579-7513,9807-6474-5232-7760,3346,2005-01-19
693,6031-8819-8921-3177,7833-1982-9148-6434,312,2010-02-17
694,1880-5514-1153-5662,6040-8877-3894-1500,127,2001-10-26
695,4308-8741-7237-7873,8570-5830-9656-1197,1752,2005-01-19
696,3790-3769-6211-4637,7247-6345-1743-5847,25329,2001-03-10
697,2344-1699-2492-6139,9523-1394-4017-2362,7171,2007-09-26
698,8915-5995-1135-2402,2331-8660-2068-2139,148572,2017-06-25
699,1710-3782-8601-5778,4055-2863-8297-3313,180,2001-07-24
700,1864-7468-1860-3771,3967-5549-4579-5590,357,2001-11-12
701,3061-8785-8289-3095,4427-2227-2700-3968,372,2011-09-16
702,5544-1664-9111-9796,1735-5620-2707-3660,5247,2009-03-04
703,9687-8106-5149-3337,5691-2055-2330-2670,369,2003-12-25
704,1375-5543-2512-4872,2683-4231-6291-1829,173,2015-05-02
705,9774-7231-4559-6334,2424-7292-9736-5880,558,2006-03-27
706,1095-9779-5427-4168,6761-8066-4017-4632,1137,2011-04-27
707,1414-2132-9889-4866,6005-5477-8177-2944,923,2006-06-30
708,7584-8397-8661-8366,2707-7467-5888-1265,566,2005-11-06
709,6399-5413-5220-2697,7140-4811-5670-9751,3797,2017-09-12
710,3153-6576-4483-1859,1843-8364-3216-1177,193,2008-06-07
711,8809-4140-9235-1854,1713-1246-1570-6852,50464,2006-07-20
712,5673-5835-3291-6530,1458-6051-5599-5730,191,2016-09-14
713,7867-3975-9122-1380,1235-2186-8683-4492,202,2013-12-02
714,7770-3440-7938-4455,9676-1074-3342-1773,240677,2010-05-29
715,6737-3025-9962-4700,2116-6361-4696-7927,178,2017-09-11
716,8770-7273-7965-5827,1735-5620-2707-3660,502,2002-06-29
717,9918-6928-7086-2434,6968-4560-4994-8279,771,2014-06-21
718,1349-7784-3215-3106,2809-8660-7961-5781,13216,2009-09-19
719,6903-9385-1330-1192,1197-5300-6040-9699,1557,2016-03-09
720,3072-3467-7590-8779,5850-9253-7469-3530,982,2007-11-18
721,8302-2285-4051-2017,4677-8222-9193-2284,11742,2013-01-14
722,4628-3211-7751-6932,8100-4519-2011-3440,197712,2011-12-07
723,9688-1411-5037-5173,7396-5640-9930-5713,577,2009-01-03
724,1663-6129-4398-4676,5434-4704-1475-3940,13215,2012-01-01
725,1199-2095-2538-4713,5316-9731-9262-9479,64956,2003-08-14
726,4355-8709-5293-6327,7745-9176-5730-1126,877,2011-05-13
727,9367-7016-5040-6529,3986-8941-7313-7853,3241,2006-07-28
728,6399-5413-5220-2697,6054-4392-9381-9487,610,2017-12-14
729,3162-7428-1388-6437,5816-8021-9672-8995,145197,2004-10-07
730,7457-2937-2045-2104,5800-1718-5633-7572,1117,2011-05-24
731,3971-5723-5963-8192,6977-5494-2145-4592,10846,2005-03-05
732,2864-2456-7543-6860,1626-6015-4454-5000,103,2015-02-02
733,1178-9048-1790-7987,9523-1394-4017-2362,140,2012-11-23
734,6503-9366-4164-3716,9984-6320-9675-9644,106,2001-08-18
735,6642-1169-2286-8599,4158-2899-9017-9842,101,2014-01-07
736,1111-5223-2196-4110,8461-1562-9585-6932,8218,2014-01-27
737,9774-7231-4559-6334,7430-4957-9936-4656,4940,2014-05-13
738,6261-9656-6686-2947,6028-8482-6488-3219,800,2005-08-18
739,6399-5413-5220-2697,2964-8907-1422-7179,2366,2017-11-07
740,5678-9091-5910-4379,2468-4926-2671-9380,22211,2007-02-24
741,4995-5324-8042-6427,7122-6608-7712-1243,52455,2009-04-02
742,7866-5024-9322-6672,7588-3482-9074-9421,309,2012-04-20
743,1592-9997-8672-4401,5417-2835-6969-7096,1029,2005-08-27
744,2037-1540-5616-7992,2756-4130-4478-5941,314,2008-09-08
745,2950-3967-6272-3982,9575-2189-1406-6142,133,2010-10-21
746,6968-4560-4994-8279,2952-7437-1121-2899,111,2004-05-15
747,9687-8106-5149-3337,7390-9009-5052-4791,1291,2003-05-11
748,9686-6701-6701-8741,1405-8310-4903-4815,292,2015-05-23
749,5586-1915-3583-6666,3522-6723-8695-3236,188,2017-02-28
750,6208-8216-2075-5017,3249-7505-8135-8302,192,2003-04-19
751,9758-7096-7051-3310,2290-1141-4466-3962,152,2016-12-17
752,2478-9649-2640-5614,3203-1684-1966-6151,123,2005-05-14
753,2751-8326-2748-1222,7040-7914-5642-1954,483,2007-02-02
754,5419-4971-7418-3232,4719-7909-6704-6014,833,2009-11-30
755,5880-7577-5143-3240,7192-9280-1206-4193,888,2014-01-02
756,8297-8718-4052-4298,7457-2937-2045-2104,687,2005-12-21
757,3685-2676-1610-9297,6979-9109-9143-4052,3132,2002-06-23
758,8802-7747-8527-6766,3152-4778-7248-4488,20414,2004-05-13
